code,name,scie,lang,grup,enerc,protcnt,choavldf,fatce,fibtg,fsugar,fasat,na
A001,"Amaranth seed, black",Amaranthus cruentus,A. Moricha guti; H. Ramdana; Kan. Danthu beeja; Kash. Mawal; Mal. Cheera vithu; M. Chengkruk Maru; Mar. Cavali biya; O. Kosala sag manji Dhala; P. Chaulali beej; Tam. Keerai vidai; Tel. Thotakoora ginjalu.,Cereals and Millets,1490,14.59,59.98,5.74,7.02,0.88,1.28,0.0027
A002,"Amaranth seed, pale brown",Amaranthus cruentus,A. Moricha guti; G. Rajagaro; H. Ramdana; Kan. Danthu beeja; Kash. Mawal; Mal. Cheera vithu; M. Chengkruk Maru; Mar. Cavali biya; O. Kosala sag maji kale; P. Chaulali beej; Tam. Keerai vidai; Tel. Thotakoora ginjalu.,Cereals and Millets,1489,13.27,61.46,5.56,7.47,0.8,1.14,0.00281
A003,Bajra,Pennisetum typhoideum,"A., Kash. Baajra; B. Bajra; E. Pearl millet; G. Bajri; H. Bajra; Kan. Sajje; Kh. Krai; Mal. Kambam; Mar. Bajra; N. Bajara; O. Bajra; P. Bajra; Tam. Kambu; Tel. Sajjalu; U. Bajra.",Cereals and Millets,1456,10.96,61.78,5.43,11.49,0.81,0.875,0.00411
A004,Barley,Hordeum vulgare,A. Barli; B. Barley; G. Jav; H. Jau; Kan. Barley; Kash. Wushke; Kh. Krai; Mal. Barley; Mar. Sath; N. Jau; O. Jaba; P. Jao; S. Yava; Tam. Baarli Arisi; Tel. Barley; U. Jau.,Cereals and Millets,1321,10.94,61.29,1.3,15.64,0.06,0.232,0.00756
A005,Jowar,Sorghum vulgare,A. Jowar; B. Jowar; E. Sorghum; G. Jowar; H. Jowar; Kan. Jolada; Kash. Pingu; Kh. Krai; Mal. irunku; Mar. Jondhahlaa; O. Janha; P. Javara; Tam. Cholam; Tel. Jonna; U. Jowar.,Cereals and Millets,1398,9.97,67.68,1.73,10.22,1.27,0.163,0.00542
A006,"Maize, dry",Zea mays,A. Makoi; B. Bhutta; E. Corn; G. Makai; H. Makka; Kan. Mekke jola; Kash. Makai; Kh. Symbai riewhadem stem; Mal. Maize; M. Chujaak; Mar. Maka; N. Sukha makai; O. Maka; P. Chhali; S. Yaavanaala; Tam. Makka Cholam; Tel. Mokkajonna; U. makai.,Cereals and Millets,1398,8.8,64.77,3.77,12.24,1.66,0.413,0.00444
A007,"Maize, tender, local",Zea mays,A. Makoi; B. Bhutta; E. Corn; G. Lili makai; H. Makka; Kan. Mekke jola; Kash. Makai; Kh. Riewhadem Stem; Mal. Maize; M. Chujaak; Mar. Maka; N. Makai; O. Maka; P. Chhali; Tam. Makka Cholam; Tel. Mokkajonna; U. Makai.,Cereals and Millets,502,3.57,22.69,1.4,3.67,1.47,0.109,0.00224
A008,"Maize, tender, sweet",Zea mays,A. Makoi; B. Bhutta; E. Corn; G. Lili makai; H. Makka; Kan. Mekke jola; Kash. Makai; Kh. Riewhadem lieh; Mal. Maize; M. Chujaak; Mar. Maka; N. Makai; O. Maka; P. Chhali; Tam. Makka Cholam; Tel. Mokkajonna; U. makai.,Cereals and Millets,405,4.16,16.42,1.35,3.3,4.67,0.123,0.00223
A009,Quinoa,Chenopodium quinoa,H. Kinwa; Tam. Seemai Thinai,Cereals and Millets,1374,13.11,53.65,5.5,14.66,1.41,0.57,0.0045
A010,Ragi,Eleusine coracana,A. Ragi; B. Ragi; E. Finger millet; G. Bavato; H. Ragi; Kan. Bhakri; Kh. Ukrai; Mal. Panjapulle; Mar. Bhakri; N. Kodo; O. Mandia; P.  Mandal; S. Madhulika; Tam. Kelvaragu; Tel. Ragi; U. Mandwa.,Cereals and Millets,1342,7.16,66.82,1.92,11.18,0.34,0.317,0.00475
A011,"Rice, flakes",Oryza sativa,"A. Chira, Chiura; B. Chide, Chira; E. Flattened rice, Beaten rice; G. Paunva; H. Poha; Kan. Avalakki; Kash. Chevri; Kh. Shira; Mal. Aval; M. Chengpaak; Mar. Pohe; O. Chudaa, Chuda; P. Chirwre; Tam. Aval; Tel. Atukulu, Attukulu.",Cereals and Millets,1480,7.44,76.75,1.14,3.46,0.34,0.284,0.00258
A012,"Rice, puffed",Oryza sativa,A. Muri; B. Muri; G. Mamra; H. Muramure; Kan. Kalle Puri; Kash. Tomul; Kh. Muri; Mal. Pori; M. Kabok Mur; Mar. Chirmure; N. Murai; O. Mudhi; P. Phulian; Tam. Pori; Tel. Maramaralu; U. Murmure.,Cereals and Millets,1514,7.47,77.68,1.62,2.56,0.64,0.04684,0.00369
A013,"Rice, raw, brown",Oryza sativa,A. Matia rangar chaul; E. Whole grain rice; G. Kathai chokha; H. Chawal; P. Bhura choul; Kash. Tomul; Kh. Khaw saw; Mal. Kuthari ; M. Cheng; Tam. Arisi; Tel. Dampudu biyyam.,Cereals and Millets,1480,9.16,74.8,1.24,4.43,0.69,0.346,0.00364
A014,"Rice, parboiled, milled",Oryza sativa,A. Ukhua chaul; B. Siddha chowl; E. Converted rice; G. Bafela Chokha; H. Usna chawal; Kan. Kusubalakki; Kash. Tomul; Kh. Khaw boil; Mal. Puzhungal ari; M. Cheng; Mar. Ukadla tandool; O. Usuna chaula; P. Biga hua chawal; Tam. Puzhungal arisi; Tel. Uppudu biyyam.,Cereals and Millets,1471,7.81,77.16,0.55,3.74,0.67,0.15,0.00316
A015,"Rice, raw, milled",Oryza sativa,A. Milat khunda chaul; B. Chowl; G. Choka; H. Chawal; Kan. Akki; Kash. Tomul; Kh. Khaw boil; M. Cheng; Mar. Tondool; O. Chaula; P. Chaul; Tam. Arisi; Tel. Biyyam.,Cereals and Millets,1491,7.94,78.24,0.52,2.81,0.69,0.184,0.00234
A016,Samai,Panicum sumatrense,B. Sama; E. Little millet; G. Kuri; H. Shavan; Kan. Sama; Kash. Ganuhaar; Mal. Chama; Mar. Sava; O. Suan; P. Swank; Tam. Samai; Tel. Sama.,Cereals and Millets,1449,10.13,65.55,3.89,7.72,0.37,0.589,0.00477
A017,Varagu,Setaria italica,A. Konidhan; B. Syama dhan; E. Kodo millet; G. Ral gana; Kan. Priyangu thene; Kash. Snol; Mal. Thina; Mar. Rala; P. Kangni; Tam. Thinai; Tel. Karralu.,Cereals and Millets,1388,8.92,66.19,2.55,6.39,1.29,0.246,0.00335
A018,"Wheat flour, refined",Triticum aestivum,A. Moida; B. Maida; G. Maido; H. Maida; Kan. Maida; Kash. Oat; Kh. Moida; Mal. Maida mavu; M. Moida; Mar. Maida; N. Maida; O. Maida; P. Maida; Tam. Maida mavu; Tel. Maida pindi; U. Maida.,Cereals and Millets,1472,10.36,74.27,0.76,2.76,1.79,0.09855,0.00154
A019,"Wheat flour, atta",Triticum aestivum,B. Ata; G. Samagra gha; H. Atta; Kan. Sampurna godhi hittu; Kash. Oat unno lota ghaun no lot; Mal. Godhambu mavu; Mar. Kaneek; O. Gahama atta; P. Atta; Tam. Mulu Godumai maavu; Tel. Sampurna godhuma pindi.,Cereals and Millets,1340,10.57,64.17,1.53,11.36,1.8,0.206,0.00204
A020,"Wheat, whole",Triticum aestivum,A. Ghehu; B. Gom; G. Ghaun; H. Gehun; Kan. Godhi; Kash. Kinek; Kh. Ukew; Mal. Godhumbu; M. Ghehu; Mar. Gehu; N. Gau; O. Gahama; P. Kanaka; S. Godhum; Tam. Godumai; Tel. Godhumalu; U. Gehun.,Cereals and Millets,1347,10.59,64.72,1.47,11.23,1.77,0.191,0.0025
A021,"Wheat, bulgur",Triticum aestivum,"A. Dalia; B. Dalia; E. Burghul, Groats, Durum Wheat, Pasta wheat, Macaroni wheat; G. Bulgur ghaum; H. Dalia; Kan. Bulgur godhi; Kash. Kinek; Kh. Kew; Mal. Godhambu Ravu; Mar. Bulgur gahu; N. Gau ko pitho; O. Dalia; P. Dalia; Tam. Godumai ravai; Tel. Bulgur; U. Dalia.",Cereals and Millets,1430,10.84,69.06,1.45,8.81,1.2,0.196,0.00209
A022,"Wheat, semolina",Triticum aestivum,"A. Suji; B. Suji; E. Durum wheat, Pasta wheat, Macaroni wheat; G. Ghaum soji; H. Gehun suji; Kan. Godhi rave; Kash. Sooj; Kh. Suji; Mal. Uppumavu; M. Suji; Mar. Gahu rava; N. Suji; O. Suji; P. Suji; Tam. Godumai ravai; Tel. Godhuma rava.",Cereals and Millets,1396,11.38,68.43,0.74,9.72,1.65,0.08887,0.00231
A023,"Wheat, vermicelli",Triticum aestivum,A. Sewai; B. Semai; E. Very thin pasta; G. Ghaun ni sev; H. Siwain; Kan. Shevige; Kash. Sewian; Kh. Sewai lieh; Mal. Semiya; Mar. Siwain; O. Simai; P. Sevian; Tam. Semiya; Tel. Semiya; U. Semiya.,Cereals and Millets,1392,9.7,70.39,0.45,9.28,1.68,0.06459,0.00271
A024,"Wheat, vermicelli, roasted",Triticum aestivum,A. Gom sewai; B. Semai; E. Very thin pasta; G. Ghaun ni Shekeli sev; H. Siwain; Kan. Shevige; Kash. Sewian; Kh. Sewai saw; Mal. Semiya; Mar. Siwain; O. Simai; P. Bhooni sevian; Tam. Semiya; Tel. Semiya; U. Semiya.,Cereals and Millets,1423,10.37,71.42,0.49,9.55,2.14,0.04995,0.00343
B001,"Bengal gram, dal",Cicer arietinum,"A. Boot dail; B. Cholar dal; E. Split Bengal gram, Chickpea; G. Chana-ni-daad; H. Chan-ki-dal; Kan. Kadale bele; Kash. Chanu dal; Kh. Dai shana; Mal. Kadala parippu; M. Chana Tangkhai; Mar. Harabara dal; N. Chana ko Dal; O. Channa dali (Buta dali); P. Sholedi dal; Tam. Kadalaiparuppu; Tel. Sanaga papu; U. Chane ki dal.",Grain Legumes,1377,21.55,46.72,5.31,15.15,1.03,0.469,0.02083
B002,"Bengal gram, whole",Cicer arietinum,"A. Boot; B. Chola; E. Chickpea; G. Chana; H. Chana, Kala chana; Kan. Kadale; Kash. Chanu; Kh. Shana kulai; Mal. Kadala; Mar. Harbara; M. Chana Mapum; N. Kabuli Chana; O. Buta; P. Shole; S. Chanak; Tam. Kondaikadalai; Tel. Sanagalu; U. Chana.",Grain Legumes,1201,18.77,39.56,5.11,25.22,0.99,0.453,0.02656
B003,"Black gram, dal",Phaseolus mungo,"A. Matir dail phola; B. Biulir dal; E. Urad bean, Mungo bean, Black matpe bean; G. Aadad ni daad; H. Urad dal; Kan. Uddhina bele; Kash. Kaha; Mal. Uzhunnu parippu; M. Sagol Hawai Tangkhai; Mar. Uddachi dal; N. Maas ko dal; O. Birri dali, Biri dali; P. Maa ki daal; S. Maassa; Tam. Ulutham paruppu; Tel. Minapa pappu; U. Mash ki dal.",Grain Legumes,1356,23.06,51,1.69,11.93,0.84,0.276,0.01888
B004,"Black gram, whole",Phaseolus mungo,"A. Gota mati mah; B. Mashkolail; E. Urad bean, Mungo bean, Black matpe bean; G. Adad; H. Chhilke wali urad dal; Kan. Uddhina bele; Kash. Kaha; Kh. Dai iong; Mal. Uzhunu; M. Sagol Hawai; Mar. Uddachi dal; O. Birri, Biri; P. Sabut maa ki daal; Tam. Ulundhu; Tel. Minumulu Mapum",Grain Legumes,1219,21.97,43.99,1.58,20.41,0.45,0.258,0.0268
B005,"Cowpea, brown",Vigna catjang,"A. Lesera mahor guti; B. Barbati; E. Black eyed peas, Lobia peas; G. Chorap; H. Lobia; Kan. Alasande; Kh. Rymbai; Mal. Vella payaru; M. Pong Hawai; Mar. Chavli; N. Bodi; O. Jhudunga; P. Lobia; S. Raajamaassa; Tam. Karamani; Tel. Bobbarlu; U. baunir.",Grain Legumes,1340,20.36,54.62,1.15,11.54,1.6,0.283,0.01368
B006,"Cowpea, white",Vigna catjang,"A. Lesera mahor guti; B. Barbati; E. Black eyed peas, Lobia peas; G. Chorap; H. Lobia; Kan. Alasande; Kh. Rymbai lieh; Mal. Vella payaru; M. Pong Hawai; Mar. Chavli; N. Bodi; O. Jhudunga; P. Lobia; S. Raajamaassa; Tam. Karamani; Tel. Bobbarlu; U. Baunir.",Grain Legumes,1340,21.25,53.77,1.14,11.7,1.18,0.285,0.01252
B007,"Field bean, black",Phaseolus vulgaris,"A. Urohi guti; B. Shim; E. Common bean, Fieldbean, Broad bean, String bean; G. Valpapdi; H. Sem; Kan. Avare; Kash. Moang; Kh. Symbai Ri iong; Mal. Avar; Mar. Papta; O. Baragudi; P. Sem dal; Tam. Mochai; Tel. Chikkudu ginjalu.",Grain Legumes,1155,19.93,43.46,0.92,23.4,1.15,0.188,0.00135
B008,"Field bean, brown",Phaseolus vulgaris,"A. Urohi guti; B. Shim; E. Common bean, Fieldbean, Broad bean, String bean; G. Valpapdi; H. Sem; Kan. Avare; Kash. Moang; Kh. Symbai ri saw; Mal. Avar; Mar. Papta; O. Baragudi; Tam. Mochai; Tel. Chikkudu ginjalu.",Grain Legumes,1184,19.9,45.24,0.98,22.4,1.17,0.198,0.00141
B009,"Field bean, white",Phaseolus vulgaris,"A. Urohi guti; B. Shim; E. Common bean, Fieldbean, Broad bean, String bean; G. Valpapdi; H. Sem; Kan. Avare; Kash. Moang; Kh. Symbai Ri lieh; Mal. Avar; Mar. Papta; O. Baragudi; Tam. Mochai; Tel. Chikkudu ginjalu.",Grain Legumes,1173,19.84,44.53,0.94,22.99,1.07,0.186,0.0017
B010,"Green gram, dal",Vigna radiata,"A. Dhua mogu dail; B. Mung dal; E. Mung bean, Maash, Moong; G. Mug ni daad; H. Mug dal; Kan. Hesara bele; Kash. Muang dal; Kh. U dai stem; Mal. Cheru payar parippu; M. Mung Hawai; Mar. Mug dal; N. Moong ko khoste; O. Muga Dali; P. Mungi-di-dal; Tam. Payatham paruppu; Tel. Pesara pappu; U. Moong dal.",Grain Legumes,1363,23.88,52.59,1.35,9.37,0.95,0.247,0.01014
B011,"Green gram, whole",Vigna radiata,"A. Gota mogu mah; B. Moog; E. Mung bean, Maash, Moong; G. Mug; H. Mung; Kan. Hesare kalu; Kash. Muang; Kh. U dai jyrngam; Mal. Cheru Pararu; M. Mung Hawai; Mar. Mun; N. Moong; O. Muga; P. Sabut moong dal; S. Mudra; Tam. Pasipayir; Tel. Pesalu; U. Moong.",Grain Legumes,1229,22.53,46.13,1.14,17.04,0.54,0.274,0.01248
B012,"Horse gram, whole",Dolicus biflorus,"B. Kulotto- kalai; E. Kulthi bean, Hurali, Madras gram; G. Kuleeth; H. Kulthi; Kan. Hurule; Kash. Kurath; Mal. Muthira; Mar. Kuleeth; N. Bakulla; O. Kolatha; S. Kulattha; Tam. Kollu; Tel. Ulavalu; U. Kulthi.",Grain Legumes,1379,21.73,57.24,0.62,7.88,0.35,0.135,0.01214
B013,"Lentil, dal",Lens culinaris,A. Masur dail; B. Mosur dal; G. Masoor ni daad; H. Masoor dal; Kan. Laki Bele; Kash. Masoor; Kh. U dai saw; Mal. Vattu parippu; M. Hawai Masuri; Mar. lank dal; O. Masura dali; P. Dhooli masari dal; S. Triputta; Tam. Khesari paruppu; Tel. Lanka pappu.,Grain Legumes,1349,24.35,52.53,0.75,10.43,1.95,0.09102,0.01027
B014,"Lentil, whole, brown",Lens culinaris,A. Gota masur mah; B. Mosur; G. Masoor (Kathai); H. Masur dal; Kan. Masur bele; Kash. Masoor; Mal. Masur parippu; M. Hawai Masuri; Mar. Masur dal; N. Musuroo; O. Masura; P. Saboot masari dal; S. Masura; Tam. Mysore paruppu; Tel. Misur pappu; U. Masur dal.,Grain Legumes,1251,22.49,48.47,0.64,16.82,1.63,0.08122,0.0112
B015,"Lentil, whole, yellowish",Lens culinaris,H. Masur dal; Tel. Misur pappu; Tam. Mysore paruppu; Kan. Masur bele; Mal. Masur parippu; Mar. Masur dal; O. Masura; B. Mosur; G. Masoor rakhoda; P. Saboot masari dal; U. Masur dal; A. Mosur (Dail); Kash. Masoor; S. Masura Musuroo; M. Hawai Masuri; Kh. U dai saw.,Grain Legumes,1246,22.87,47.91,0.61,16.66,1.5,0.07617,0.01087
B016,Moth bean,Vigna aconitifolia,"E. Mat bean, Turkish gram, Dew bean; H. Motha; Tam. Narippayir; Kan. Matki Kal; Mar. Matki; B. Kheri; G. Math; P. Bhiopnitam; P. Moth dal; Kh. Rymbai.",Grain Legumes,1291,19.75,52.09,1.76,15.12,1.36,0.434,0.02634
B017,"Peas, dry",Pisum sativum,"A. Gota motor; B. Matar; G. Sukha vatana; H. Sukhi Matar; Kan. Batani; Kash. Kaza; Kh. Shana mator; Mal. Pattani; Tam. Pattani; O. Matara; P. Sukhe hare matar dal; Kan., Tel. Batani; Kash. Kara; M. Hawai mangal.",Grain Legumes,1269,20.43,48.93,1.89,17.01,2.03,0.242,0.0234
B018,"Rajmah, black",Phaseolus vulgaris,"A. Rajmah; B. Barbati beej; E. Rajma, Razma; G. Phansi (Kadi); H. Rajmah; Kan. Thugare bele; Kash. Razma; Kh. Rajma heh; Mal. Rajmah; M. Rajmah; Mar. Shravangheveda; N. Rajma; P. Kale rajmah; S. Makussttaka; Tam. Karamani Payir; Tel. Barigalu; U. Rajma.",Grain Legumes,1247,19.01,49.59,1.62,17.74,2.02,0.238,0.0094
B019,"Rajmah, brown",Phaseolus vulgaris,"A. Rajmah; B. Barbati beej; E. Rajma, Razma; G. Phansi (Gulabi); H. Rajmah; Kan. Thugare bele; Kash. Razma; Kh. Rajma lieh; Mal. Rajmah; M. Rajmah; Mar. Shravangheveda; N. Rajma; P. Bhoore rajmah; S. Makussttaka; Tam. Karamani Payir; Tel. Barigalu; U. Rajma.",Grain Legumes,1245,19.5,48.83,1.68,16.95,2.27,0.242,0.01047
B020,"Rajmah, red",Phaseolus vulgaris,"A. Rajmah; B. Barbati beej; E. Rajma, Razma; G. Phansi (lal); H. Rajmah; Kan. Thugare bele; Kash. Razma; Kh. Rajma rit; Mal. Rajmah; M. Rajmah; Mar. Shravangheveda; N. Rajma; P. Lal rajmah; S. Makussttaka; Tam. Karamani Payir; Tel. Barigalu; U. Rajma.",Grain Legumes,1252,19.91,48.61,1.77,16.57,1.52,0.256,0.01045
B021,"Red gram, dal",Cajanus cajan,"A. Rohor dail; B., Kash., H. Arhar dal; E. Pigeon pea; G. Tuver ni daad; Kan. Thugare bele; Kash. Masur; Kh. Dai shana; Mal. Tuvaru parippu; M. Mairongbi; Mar. Turdal; N. Rahar ko dal; O. Harada dal; P. Arhar dal; S. Aaddhakii; Tel. Kandi pappu; Tam. Tuvaramparuppu; U. Tuvar ki dal.",Grain Legumes,1384,21.7,55.23,1.56,9.06,2.08,0.257,0.01801
B022,"Red gram, whole",Cajanus cajan,A. Gota rohor; E. Pigeon pea; G. Tuver; H. Arhar sabud; Kash. Masur; Kh. Rymbai ja; Mal. Tuvaru parippu; M. Mairongbi; Mar. Turdal; O. Harada; P. Arhar sabut dal; Tam. Tuvarai; Tel. Kandulu; U. Tuvar.,Grain Legumes,1146,20.47,42.48,1.38,22.84,1.3,0.277,0.01903
B023,Ricebean,Vigna umbellata,B. Galmoong; E. Ricebean; H. Meth; Kh. Rymbai ja; Mal. Kattuzhunnu; M. Chakwai ; N. Shiltong.,Grain Legumes,1265,19.97,51.26,0.74,13.37,1.33,0.172,0.01062
B024,"Soya bean, brown",Glycine max,A. Soya bean; B. Garikalai; E. Soybean; G. Soya bean; H. Bhatmas; Kan. Soya bean; Kash. Muth; Kh. Toh rymbai; Mal. Soya bean; M. Nunghawai; Mar. Soya bean; N. Bhatmas; O. Soya bean; P. Soya bean dal; Tam. Soya bean; Tel. Soya bean; U. Soya.,Grain Legumes,1596,35.58,12.79,19.82,21.55,2.51,3.092,0.00207
B025,"Soya bean, white",Glycine max Merr,A. Soya bean; B. Garikalai; E. Soybean; G. Soya bean; H. Bhatmas; Kan. Soya bean; Kash. Muth; Kh. Toh rymbai; Mal. Soya bean; M. Nunghawai; Mar. Soya bean; N. Bhatmas; O. Soya bean; P. Soya bean dal; Tel. Soya bean; Tam. Soya bean; U. Soya.,Grain Legumes,1579,37.8,10.16,19.42,22.63,2.2,3.002,0.00283
C001,Agathi leaves,Sesbania grandiflora,"A. Bok phular paat; B. Bak ful shak; E. August tree leaves, Humming bird tree leaves, spinach; G. Agathio; H. Agasthi; Kan. Agase soppu; Mal. Agathi cheera; M. Chu chu Rangmei; Mar. Agasthi ka sag; O. Agasti; Tam. Agathi keerai; Tel. Avise akulu.",Green Leafy Vegetables,295,8.01,5.21,1.35,8.6,0.23,0.49,0.01812
C002,"Amaranth leaves, green",Amaranthus gangeticus,A. Moricha sak; B. Notya Shaakh; G. Taldalja ni bhaaji; H. Chaulai; Kan. Danthu; Kash. Mawal; Mal. Cheera; M. Chengkruk; Mar. Math; N. Latte to saag; O. Neutia sag; P. Chaulai sag; S. Maarissa; Tam. Thandu keerai; Tel. Thotakoora; U. Cholai.,Green Leafy Vegetables,128,3.29,2.28,0.65,4.41,0.32,0.194,0.01608
C003,"Amaranth leaves, red",Amaranthus gangeticus,A. Moricha; B. Lal Shaakh; G. Lal tandaljo; H. Chaulai; Kan. Danthu; Kash. Mawal; Mal. Cheera; M. Chengkruk; Mar. Math; N. Latte to saag; O. Neutia sag; P. Lal chaulai sag; S. Maarissa; Tel. Thotakoora; Tam. Thandu keerai; U. Cholai.,Green Leafy Vegetables,140,3.93,2.37,0.63,4.91,0.28,0.21,0.01458
C004,"Amaranth leaves, red and green",Amaranthus gangeticus,A. Moricha; B. Notya Shaakh; G. Tandaljo; H. Chaulai; Kan. Danthu; Kash. Mawal; Mal. Cheera; M. Chengkruk; Mar. Math; N. Latte to saag; O. Neutia sag; P. Chaulai sag; S. Maarissa; Tam. Thandu keerai; Tel. Thotakoora; U. Cholai.,Green Leafy Vegetables,132,3.09,2.87,0.53,4.6,0.15,0.197,0.01755
C005,"Amaranth, spinous, leaves, green",Amaranth spinosus,A. Moricha sak; B. Kanta-notya; G. Kanta vado tandaljo; H. Kantewali-notya; Kan. Mulla danthu; Kash. Mawal; Mal. Mullancheru- cheera; M. Chengkruk; Mar. Kantemanth; O. Kanta notay shak; P. Kantewali chaulai; Tam. Mulaikeerai; Tel. Mulla thotakura.,Green Leafy Vegetables,110,3.54,1.61,0.36,5.1,0.14,0.08513,0.01566
C006,"Amaranth, spinous, leaves, red and green",Amaranth spinosus,B. Kanta-notya shaak; G. Kanta vado tandaljo; H. Kantewali-notya; Kan. Mulla danthu; Kash. Mawal; Kh. Sla longmar; Mal. Mullancheru-cheera; M. Chengkruk; Mar. Kantemanth; O. Kanta neutia sag; P. Kantewali chaulai; Tam. Mulakeerai; Tel. Mulla thotakura.,Green Leafy Vegetables,99,2.8,1.45,0.34,5.57,0.13,0.08596,0.01627
C007,Basella leaves,Basella alba,A. Puroi sak; B. Pui shaak; E. Malabar spinach; G. Poi ni bhaji; H. Palak; Kan. Basale soppu; Kh. Sla palong dkhar; Mal. Vallicheera; Mar. Mayalu; O. Poi saaga; P. Paalak; Tam. Kodippasali; Tel. Bachhali.,Green Leafy Vegetables,82,1.57,2.01,0.45,2.21,0.02,0.101,0.01874
C008,Bathua leaves,Chenopodium album.,A. Jilmil sak; B. Beto sak; G. Chilni bhaji; H. Bathua sagu; Kan. Sakothina soppu; Kash. Ushtahak; Kh. Sla jada; Mal. Parippuchira; M. Monsaobi; Mar. Chakavath; N. Bethe ko saag; O. Bathua sag; P. Bathu sag; Tel. Pappukura; Tam. Paruppukkeerai.,Green Leafy Vegetables,116,2.5,2.56,0.44,4.01,0.52,0.12,0.01075
C009,Beetroot leaves,Beta vulgaris,A. Beetar sak; E. Beet greens; G. Beet ni bhaji; H. Chukandhar sag; Kan. Beet root soppu; Kash. Chogander Munji; Kh. Sla bit; Mal. Beet root cheera; Mar. Beet root ka sag; N. Bengali Palungo ko Saag; P. Chukandhar da sag; Tam. Beet root keerai; Tel. Beet root; U. beet patta.,Green Leafy Vegetables,145,2.38,3.86,0.75,3.64,0.13,0.188,0.111
C010,"Betel leaves, big (kolkata)",Piper betle,A. paan; B. Pan; G. Nagarvelna pan; H. Pan ka patha; Kan. Kadale soppu; Kh. Tympew Dkhar; Mal. Vettiiai; M. Kwa Mana; Mar. Pan-ka-patta; O. Pana; P.  Pan-da-patta; Tam. Vetrilai; Tel. Thamala paku; U. Paan ka patta.,Green Leafy Vegetables,202,2.51,7.37,0.75,2.12,0.37,0.25,0.0168
C011,"Betel leaves, small",Piper betle,A. Paan; B. Pan; G. Nagarvelna pan; H. Pan ka patha; Kan. Kadale soppu; Kh. Tympew; Mal. Vettiiai; M. Kwa Mana; Mar. Pan-ka-patta; O. Pana; P. Pan-da-patta; Tel. Thamala paku; Tam. Vetrilai; U. Paan ka patta.,Green Leafy Vegetables,183,2.62,6.16,0.75,1.97,0.4,0.238,0.01404
C012,Brussels sprouts,Brassica oleracea var. gemmifera,B. Biliti Bandhakopi; G. Nani kobi; H. Choote gobi; Kan. Mara kosu; Kash. Haakh; Mal. Kalakose; Mar. Chotee gobi; O. Chota bandha; P. Chooti band gobi; Tam. Kalaikose; Tel. Chinna cabbage; U. Choti bund gobh.,Green Leafy Vegetables,185,4.26,5.09,0.5,4.29,0.17,0.226,0.01851
C013,"Cabbage, Chinese",Brassica rupa,A. China lai; G. Chinese kobi; Kash. Bandh; Kh. Salat chaina.,Green Leafy Vegetables,75,1.58,2.36,0.13,2.01,0.42,0.03301,0.02028
C014,"Cabbage, collard greens",Brassica oleracea var. Viridis,G. Kobi na pan; Kash. Bandh; Kh. Sla kubi; Tam. Seemai parattai keerai.,Green Leafy Vegetables,126,3.63,2.79,0.27,2.98,0.76,0.06187,0.02298
C015,"Cabbage, green",Brassica oleracea var. capitata f. alba,A. Bondhakobi; B. Badha kopi; G. Lili kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi; Mal. Muttu gose; M. Kobi Mana; Mar. Kobi; N. Banda kovi; O. Bandha kobi; P. Patta gobhi; S. Shaakaprabhedah; Tel. Gos koora; Tam. Muttaikose; U. Gobhi.,Green Leafy Vegetables,90,1.36,3.25,0.12,2.76,1,0.04654,0.01498
C016,"Cabbage, violet",Brassica oleracea var. capitata f. rubra,"A. Bondhakobi; B. Badha kopi; E. Red cabbage, Purple cabbage, Red Kraut, Blur kraut; G. Lal kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi saw; Mal. Muttu gose; Mar. Kobi; N. Banda kovi; O. Bandha kopee; P. Patta gobhi; S. Shaakaprabhedah; Tam. Muttaikose; Tel. Gos koora; U. Gobhi.",Green Leafy Vegetables,97,1.39,3.54,0.21,2.21,0.8,0.05842,0.024
C017,Cauliflower leaves,Brassica oleracea var. botrytis,A. Phul kobir pat; B. Phul gopi pata; G. Fulawar na pan; H. Phul gobi patta; Kan. Hukosu; Kash. Phoolgobi panwathir; Kh. Sla phul; Mal. Cauliflower; M. Kobithamchetmai mana; Mar. Phul gobi; N. Kauli; O. Phula Kobi patra; P. Phool gobi di patte; S. Gojihvaa; Tam. Pookosu keerai; Tel. Go puvvu; U. Phul gobi.,Green Leafy Vegetables,148,3.9,3.39,0.42,3.43,0.61,0.115,0.02431
C018,"Colocasia leaves, green",Colocasia antiquorum,A. Kasu sak; B. Kochu pata; G. Advi na pan; H. Arvi ka sag; Kan. Shamangadda yele; Kh. Sla wang; Mal. Chembu ilagal; M. Paan mana; Mar. Alu pan; N. Karkalo; O. Saru saga; P. Arbi-di-patte; Tam. Seppam ilaigal; Tel. Chama akulu; U. Arvi ka patta.,Green Leafy Vegetables,182,3.42,3.69,1.38,5.6,0.63,0.426,0.01208
